indice,Data_Publicacao,data_gmt,Data_Pregao_Atribuido,Categoria,Portal,Fonte,Noticia,Resumo,URL,Idioma,texto
N0014861,2020-10-27 17:17:54,2020-10-27T20:17:54,2020-10-28,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Ação do Santander cai 4,7% e “puxa” bancos mesmo com resultado positivo; Unidas e Localiza sobem 3% e Petrobras cai",Confira os destaques da B3 na sessão desta terça-feira (27),https://www.infomoney.com.br/mercados/acao-do-santander-brasil-reverte-alta-da-abertura-apos-resultado-positivo-unidas-sobe-forte-e-puxa-localiza-apos-balanco/,pt,"Ação do Santander cai 4,7% e “puxa” bancos mesmo com resultado positivo; Unidas e Localiza sobem 3% e Petrobras cai || Confira os destaques da B3 na sessão desta terça-feira (27)"
N0014883,2020-10-28 17:15:41,2020-10-28T20:15:41,2020-10-29,CAT1_Empresa,InfoMoney,WP_InfoMoney,Petrobras muda política para acionistas e abre caminho para se tornar boa pagadora de dividendos,"Analistas avaliam medida como positiva para a empresa que, contudo, segue repercutindo a aversão ao risco do mercado e viu suas ações caírem forte na sessão",https://www.infomoney.com.br/mercados/petrobras-muda-politica-para-acionistas-e-abre-caminho-para-se-tornar-boa-pagadora-de-dividendos/,pt,"Petrobras muda política para acionistas e abre caminho para se tornar boa pagadora de dividendos || Analistas avaliam medida como positiva para a empresa que, contudo, segue repercutindo a aversão ao risco do mercado e viu suas ações caírem forte na sessão"
N0015890,2021-01-05 20:05:24,2021-01-05T23:05:24,2021-01-06,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,XP eleva preço-alvo da Petrobras após acordo da Opep+,"A XP classificou como positivo o acordo fechado entre os membros da Opep+ para o corte da produção de petróleo. Os preços do Brent dispararam 4,99%, a US$ 53,64 o barril, após a notícia. Com o acordo, a Arábia Saudita carregará o maior fardo dos cortes na produção, enquanto outros países não farão mudanças ou […]",https://www.moneytimes.com.br/xp-eleva-preco-alvo-da-petrobras-apos-acordo-da-opep/,pt,"XP eleva preço-alvo da Petrobras após acordo da Opep+ || A XP classificou como positivo o acordo fechado entre os membros da Opep+ para o corte da produção de petróleo. Os preços do Brent dispararam 4,99%, a US$ 53,64 o barril, após a notícia. Com o acordo, a Arábia Saudita carregará o maior fardo dos cortes na produção, enquanto outros países não farão mudanças ou […]"
N0015897,2021-01-06 17:30:48,2021-01-06T20:30:48,2021-01-07,CAT1_Empresa,InfoMoney,WP_InfoMoney,Acordo da Opep+ surpreende e impulsiona preços do petróleo: qual o impacto para a Petrobras e para outras ações?,"Além da petroleira estatal, BBI destaca impacto para ações da São Martinho; visão dos analistas é positiva para o preço da commodity após 2020 difícil",https://www.infomoney.com.br/mercados/acordo-da-opep-surpreende-e-impulsiona-precos-do-petroleo-qual-o-impacto-para-a-petrobras-e-para-outras-acoes/,pt,"Acordo da Opep+ surpreende e impulsiona preços do petróleo: qual o impacto para a Petrobras e para outras ações? || Além da petroleira estatal, BBI destaca impacto para ações da São Martinho; visão dos analistas é positiva para o preço da commodity após 2020 difícil"
N0016435,2021-02-08 18:55:58,2021-02-08T21:55:58,2021-02-09,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Petrobras: dilema do diesel, pouca confiança na política de preços e recomendações rebaixadas fazem ação cair 4%",Analistas não viram como positivos os recentes anúncios da estatal; XP e BBI reduziram a recomendação para equivalente à neutra,https://www.infomoney.com.br/mercados/petrobras-dilema-do-diesel-desconfianca-na-politica-de-precos-e-recomendacoes-rebaixadas-fazem-acao-cair-ate-5/,pt,"Petrobras: dilema do diesel, pouca confiança na política de preços e recomendações rebaixadas fazem ação cair 4% || Analistas não viram como positivos os recentes anúncios da estatal; XP e BBI reduziram a recomendação para equivalente à neutra"
N0016681,2021-02-22 17:33:24,2021-02-22T20:33:24,2021-02-23,CAT1_Empresa,InfoMoney,WP_InfoMoney,Os bancos e casas de análise que cortaram a recomendação para a Petrobras (e os que seguem indicando compra),"XP Investimentos, Credit Suisse e Bradesco BB cortaram fortemente a recomendação e o preço-alvo, enquanto o Morgan suspendeu a recomendação",https://www.infomoney.com.br/mercados/petrobras-os-analistas-que-ja-reduziram-a-recomendacao-para-as-acoes-em-meio-a-intervencao/,pt,"Os bancos e casas de análise que cortaram a recomendação para a Petrobras (e os que seguem indicando compra) || XP Investimentos, Credit Suisse e Bradesco BB cortaram fortemente a recomendação e o preço-alvo, enquanto o Morgan suspendeu a recomendação"
N0016742,2021-02-23 18:44:27,2021-02-23T21:44:27,2021-02-24,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,"Aumento do preço do etanol pode estar em risco, e Ágora rebaixa recomendação da São Martinho","A Ágora Investimentos rebaixou a recomendação da São Martinho (SMTO3) de compra para neutra diante da possibilidade de troca no comando da Petrobras (PETR3;PETR4). Na avaliação da corretora, o aumento dos preços de etanol para a São Martinho pode estar em risco. “Seguindo a solicitação de mudança do CEO da Petrobras e as preocupações sobre […]",https://www.moneytimes.com.br/aumento-do-preco-do-etanol-pode-estar-em-risco-e-agora-rebaixa-recomendacao-da-sao-martinho/,pt,"Aumento do preço do etanol pode estar em risco, e Ágora rebaixa recomendação da São Martinho || A Ágora Investimentos rebaixou a recomendação da São Martinho (SMTO3) de compra para neutra diante da possibilidade de troca no comando da Petrobras (PETR3;PETR4). Na avaliação da corretora, o aumento dos preços de etanol para a São Martinho pode estar em risco. “Seguindo a solicitação de mudança do CEO da Petrobras e as preocupações sobre […]"
N0016770,2021-02-24 17:32:14,2021-02-24T20:32:14,2021-02-25,CAT1_Empresa,Poder360,WP_Poder360,"Bolsonaro mantém avaliação estável depois de troca na Petrobras, diz XP","Presidente tem 42% de ruim/péssimo
E é considerado ótimo/bom por 31%
Troca na estatal foi errada para 40%",https://www.poder360.com.br/governo/bolsonaro-mantem-avaliacao-estavel-depois-de-troca-na-petrobras-diz-xp/,pt,"Bolsonaro mantém avaliação estável depois de troca na Petrobras, diz XP || Presidente tem 42% de ruim/péssimo
E é considerado ótimo/bom por 31%
Troca na estatal foi errada para 40%"
N0018408,2021-05-14 17:30:32,2021-05-14T20:30:32,2021-05-17,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Sinais de dividendos e de políticas pró-mercado: os fatores que fizeram a Petrobras ganhar R$ 15,7 bi após o balanço","Contudo, BBI, Credit e Morgan seguem cautelosos com companhia, enquanto Itaú BBA elevou recomendação e se mostrou mais otimista",https://www.infomoney.com.br/mercados/petrobras-balanco-eleva-otimismo-e-coloca-estatal-na-trilha-de-boa-pagadora-de-dividendos-mas-cautela-com-gestao-persiste/,pt,"Sinais de dividendos e de políticas pró-mercado: os fatores que fizeram a Petrobras ganhar R$ 15,7 bi após o balanço || Contudo, BBI, Credit e Morgan seguem cautelosos com companhia, enquanto Itaú BBA elevou recomendação e se mostrou mais otimista"
N0018686,2021-05-28 17:14:48,2021-05-28T20:14:48,2021-05-31,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Ibovespa fecha em alta e renova máximas históricas com Petrobras,"O Ibovespa (IBOV) fechou em alta de 1% nesta sexta-feira, renovando máximas históricas, apoiado principalmente no salto de Petrobras (PETR4) após o JPMorgan elevar recomendação para ‘overweight’, enquanto Sabesp (SBSP3) capitaneou as perdas em meio a comentários do governo de São Paulo sobre a companhia. Índice de referência do mercado acionário brasileiro, o Ibovespa subiu […]",https://www.moneytimes.com.br/ibovespa-fecha-em-alta-e-renova-maximas-historicas-com-petrobras/,pt,"Ibovespa fecha em alta e renova máximas históricas com Petrobras || O Ibovespa (IBOV) fechou em alta de 1% nesta sexta-feira, renovando máximas históricas, apoiado principalmente no salto de Petrobras (PETR4) após o JPMorgan elevar recomendação para ‘overweight’, enquanto Sabesp (SBSP3) capitaneou as perdas em meio a comentários do governo de São Paulo sobre a companhia. Índice de referência do mercado acionário brasileiro, o Ibovespa subiu […]"
N0019998,2021-08-05 17:38:12,2021-08-05T20:38:12,2021-08-06,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Petrobras ganha R$ 30,7 bi de valor com altos dividendos “emocionando” investidores; analistas destacam que mais está por vir","Após balanço e dividendos, Credit elevou recomendação e BBI subiu preço-alvo; riscos políticos seguem, mas valuation e visão de bons proventos se destacam",https://www.infomoney.com.br/mercados/petrobras-faz-as-pazes-com-acionistas-com-altos-dividendos-acoes-saltam-bancos-sobem-projecoes-e-apontam-mais-esta-por-vir/,pt,"Petrobras ganha R$ 30,7 bi de valor com altos dividendos “emocionando” investidores; analistas destacam que mais está por vir || Após balanço e dividendos, Credit elevou recomendação e BBI subiu preço-alvo; riscos políticos seguem, mas valuation e visão de bons proventos se destacam"
N0021495,2021-10-21 17:05:05,2021-10-21T20:05:05,2021-10-22,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,"Petrobras tem bom desempenho operacional, mas incerteza política atrapalha, dizem analistas","A Petrobras (PETR3) teve um desempenho operacional considerado positivo por analistas do mercado financeiro, com a produção em linha com o esperado e forte vendas de combustíveis. Mas a incerteza em torno da política de preços é apontada como um limitador de ganhos para os acionistas. A estatal apresentou na quarta-feira (20) o relatório de […]",https://www.moneytimes.com.br/petrobras-tem-bom-desempenho-operacional-mas-incerteza-politica-atrapalha-dizem-analistas/,pt,"Petrobras tem bom desempenho operacional, mas incerteza política atrapalha, dizem analistas || A Petrobras (PETR3) teve um desempenho operacional considerado positivo por analistas do mercado financeiro, com a produção em linha com o esperado e forte vendas de combustíveis. Mas a incerteza em torno da política de preços é apontada como um limitador de ganhos para os acionistas. A estatal apresentou na quarta-feira (20) o relatório de […]"
N0030931,2022-11-05 18:05:10,2022-11-05T21:05:10,2022-11-07,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Petrobras (PETR4): O alerta de analistas para os megadividendos; ‘Podem ter sido os últimos’,"Analistas continuam revisando as estimativas da Petrobras (PETR4) para encaixar o presidente eleito Luiz Inácio Lula da Silva na equação. E, até o momento, o cenário tem sido de pessimismo com o novo governo. Após o Goldman rebaixar a empresa, Ativa e Inter Research também seguiram parte do mercado e cortaram a recomendação da estatal de […]",https://www.moneytimes.com.br/petrobras-petr4-o-alerta-de-analistas-para-os-megadividendos-podem-ter-sido-os-ultimos/,pt,"Petrobras (PETR4): O alerta de analistas para os megadividendos; ‘Podem ter sido os últimos’ || Analistas continuam revisando as estimativas da Petrobras (PETR4) para encaixar o presidente eleito Luiz Inácio Lula da Silva na equação. E, até o momento, o cenário tem sido de pessimismo com o novo governo. Após o Goldman rebaixar a empresa, Ativa e Inter Research também seguiram parte do mercado e cortaram a recomendação da estatal de […]"
N0031245,2022-11-22 18:13:13,2022-11-22T21:13:13,2022-11-23,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Petrobras (PETR4): UBS faz duplo rebaixamento, recomenda venda e corta preço-alvo em 53%; ação chega a cair 5%, mas ameniza","Banco reduz recomendação com base em visão sobre preços dos combustíveis, investimentos e despesas gerais",https://www.infomoney.com.br/mercados/petrobras-petr4-ubs-bb-faz-duplo-rebaixamento-recomenda-venda-da-acao-e-corta-preco-alvo-em-53-fenix-volta-ao-ninho/,pt,"Petrobras (PETR4): UBS faz duplo rebaixamento, recomenda venda e corta preço-alvo em 53%; ação chega a cair 5%, mas ameniza || Banco reduz recomendação com base em visão sobre preços dos combustíveis, investimentos e despesas gerais"
N0035419,2023-06-20 20:46:33,2023-06-20T23:46:33,2023-06-21,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Petrobras (PETR4): Mais um bancão gringo recomenda compra e vê ‘risco Lula’ menor,"Dias após o JPMorgan elevar a Petrobras (PETR4) para compra, agora é a vez do Goldman Sachs coroar o bom momento da estatal. Em documento enviado a clientes nesta terça-feira (20), o bancão mudou a recomendação de neutra para compra, com preço-alvo para as ações preferenciais de R$ 41, potencial de ganhos de 34%, e de […]",https://www.moneytimes.com.br/petrobras-petr4-mais-um-bancao-gringo-recomenda-compra-veja-3-pontos-de-otimismo/,pt,"Petrobras (PETR4): Mais um bancão gringo recomenda compra e vê ‘risco Lula’ menor || Dias após o JPMorgan elevar a Petrobras (PETR4) para compra, agora é a vez do Goldman Sachs coroar o bom momento da estatal. Em documento enviado a clientes nesta terça-feira (20), o bancão mudou a recomendação de neutra para compra, com preço-alvo para as ações preferenciais de R$ 41, potencial de ganhos de 34%, e de […]"
N0035509,2023-06-26 18:10:26,2023-06-26T21:10:26,2023-06-27,CAT1_Empresa,InfoMoney,WP_InfoMoney,"XP eleva preço-alvo de ação da Petrobras (PETR4), mas reitera PRIO (PRIO3) como preferida após rali da estatal","“Acreditamos que é hora de um retorno para as juniores, já que a Petrobras se aproxima de sua máxima de cinco anos”, aponta a XP",https://www.infomoney.com.br/mercados/xp-eleva-preco-alvo-de-acao-da-petrobras-petr4-mas-reitera-prio-prio3-como-preferida-apos-rali-da-estatal/,pt,"XP eleva preço-alvo de ação da Petrobras (PETR4), mas reitera PRIO (PRIO3) como preferida após rali da estatal || “Acreditamos que é hora de um retorno para as juniores, já que a Petrobras se aproxima de sua máxima de cinco anos”, aponta a XP"
N0035769,2023-07-11 18:02:40,2023-07-11T21:02:40,2023-07-12,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Petrobras (PETR4): Por que a disparada do petróleo pode ser ‘dor de cabeça’ para ação?,"A ação da Petrobras (PETR3;PETR4) realizou movimento contrário ao preço do petróleo e caiu 3,35% nas últimas cinco sessões, enquanto a commodity disparou e atingiu sua máxima em dois meses. De acordo com analistas ouvidos pelo Money Times, a alta da commodity não necessariamente é boa notícia para a empresa. Isso porque parte mercado enxerga […]",https://www.moneytimes.com.br/petrobras-petr4-por-que-a-disparada-do-petroleo-pode-ser-dor-de-cabeca-para-acao/,pt,"Petrobras (PETR4): Por que a disparada do petróleo pode ser ‘dor de cabeça’ para ação? || A ação da Petrobras (PETR3;PETR4) realizou movimento contrário ao preço do petróleo e caiu 3,35% nas últimas cinco sessões, enquanto a commodity disparou e atingiu sua máxima em dois meses. De acordo com analistas ouvidos pelo Money Times, a alta da commodity não necessariamente é boa notícia para a empresa. Isso porque parte mercado enxerga […]"
N0036520,2023-08-23 17:22:05,2023-08-23T20:22:05,2023-08-24,CAT1_Empresa,InfoMoney,WP_InfoMoney,“Agora é compra”: Petrobras (PETR4) ignora petróleo e salta mais de 5% na Bolsa com dois bancos elevando recomendação para ações,"Reajuste de combustíveis da semana passada foi o grande catalisador para BTG elevar recomendação, enquanto BofA aponta dividendos",https://www.infomoney.com.br/mercados/petrobras-petr4-agora-e-compra-acoes-estatal-ignora-petroleo-e-salta-na-bolsa-com-dois-bancos-elevando-recomendacao/,pt,"“Agora é compra”: Petrobras (PETR4) ignora petróleo e salta mais de 5% na Bolsa com dois bancos elevando recomendação para ações || Reajuste de combustíveis da semana passada foi o grande catalisador para BTG elevar recomendação, enquanto BofA aponta dividendos"
N0040463,2024-03-08 19:02:20,2024-03-08T22:02:20,2024-03-11,CAT1_Empresa,InfoMoney,WP_InfoMoney,Petrobras: a onda de corte de recomendações para as ações após decepção com dividendos,"Santander, Bradesco BBI, Morgan Stanley e Bank of America cortaram recomendação dos ativos para neutra vendo ação como pouco atrativa sem os dividendos extraordinários",https://www.infomoney.com.br/mercados/petrobras-petr4-onda-corte-recomendacao-acoes-decepcao-dividendos-sem-catalisadores/,pt,"Petrobras: a onda de corte de recomendações para as ações após decepção com dividendos || Santander, Bradesco BBI, Morgan Stanley e Bank of America cortaram recomendação dos ativos para neutra vendo ação como pouco atrativa sem os dividendos extraordinários"
N0043675,2024-08-26 18:01:38,2024-08-26T21:01:38,2024-08-27,CAT1_Empresa,Exame,WP_Exame,Petrobras fecha em alta de 9% e ganha R$ 41 bilhões em valor de mercado na bolsa,As ações da estatal fecharam em alta impactada pela escalada do petróleo e com recomendação de compra pelo Morgan Stanley,https://exame.com/invest/mercados/petrobras-fecha-em-alta-de-9-e-ganha-r-41-bilhoes-em-valor-de-mercado-na-bolsa/,pt,Petrobras fecha em alta de 9% e ganha R$ 41 bilhões em valor de mercado na bolsa || As ações da estatal fecharam em alta impactada pela escalada do petróleo e com recomendação de compra pelo Morgan Stanley
N0043667,2024-08-26 17:13:41,2024-08-26T20:13:41,2024-08-27,CAT1_Empresa,InfoMoney,WP_InfoMoney,Petrobras salta 9% e ganha R$ 41 bi de valor com ações elevadas e alta do petróleo,Morgan Stanley elevou recomendação dos ADRs para compra,https://www.infomoney.com.br/mercados/petrobras-sobe-3-com-acao-elevada-e-alta-do-petroleo-outras-petroleiras-sobem/,pt,Petrobras salta 9% e ganha R$ 41 bi de valor com ações elevadas e alta do petróleo || Morgan Stanley elevou recomendação dos ADRs para compra
N0044002,2024-09-12 17:47:27,2024-09-12T20:47:27,2024-09-13,CAT1_Empresa,InfoMoney,WP_InfoMoney,Petrobras ignora petróleo e cai após banco cortar preço-alvo e projeção de dividendos,"Petróleo teve recuperação na sessão desta quinta, mas queda recente da commodity fez com que Goldman Sachs revisasse para baixo suas projeções para estatal",https://www.infomoney.com.br/mercados/petrobras-petr4-goldman-corta-preco-alvo-e-projecao-de-dividendo-por-petroleo-e-acoes-caem/,pt,"Petrobras ignora petróleo e cai após banco cortar preço-alvo e projeção de dividendos || Petróleo teve recuperação na sessão desta quinta, mas queda recente da commodity fez com que Goldman Sachs revisasse para baixo suas projeções para estatal"
N0044110,2024-09-18 19:57:18,2024-09-18T22:57:18,2024-09-19,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,"Rali da Petrobras (PETR4): Investidor pode surfar alta de 40% das ações, vê BofA","O Bank of America elevou o preço-alvo da Petrobras (PETR3;PETR4) de R$ 47 para R$ 51, o que abre potencial de alta de 40% ante o fechamento desta quarta-feira (18). A recomendação é de compra. Onde investir após a Super Quarta? Veja como receber um dossiê gratuito com os investimentos mais promissores após as decisões […]",https://www.moneytimes.com.br/rali-da-petrobras-petr4-investidor-pode-surfar-alta-de-40-das-acoes-ve-bofa-rnda/,pt,"Rali da Petrobras (PETR4): Investidor pode surfar alta de 40% das ações, vê BofA || O Bank of America elevou o preço-alvo da Petrobras (PETR3;PETR4) de R$ 47 para R$ 51, o que abre potencial de alta de 40% ante o fechamento desta quarta-feira (18). A recomendação é de compra. Onde investir após a Super Quarta? Veja como receber um dossiê gratuito com os investimentos mais promissores após as decisões […]"
N0044709,2024-10-21 17:16:09,2024-10-21T20:16:09,2024-10-22,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Ibovespa fecha em leve baixa, com Vale e Petrobras; Hypera tem dia intenso e virada","Bolsas dos EUA terminam com viés negativo, após recordes e em meio à safra de balanços",https://www.infomoney.com.br/mercados/ibovespa-hoje-bolsa-de-valores-ao-vivo-21102024/,pt,"Ibovespa fecha em leve baixa, com Vale e Petrobras; Hypera tem dia intenso e virada || Bolsas dos EUA terminam com viés negativo, após recordes e em meio à safra de balanços"
