Data_Entrega,Ano,Ticker,Nome_Companhia,Codigo_CVM,Categoria,Tipo,Especie,Assunto,Protocolo_Entrega,Link_Download,p_pos,p_neg,p_neu,Rotulo,Confianca,Indice
2020-06-29,2020,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras sobre programa de desligamento na Transpetro,009512IPE290620200104401105-24,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=771949&numSequencia=296696&numVersao=1,0.030632904,0.9234158,0.045951314,NEGATIVE,0.9234158,-0.89278287
2020-06-29,2020,SMTO3,SÃO MARTINHO SA,20516,Fato Relevante,,,Guidance de Produção - Safra 2020/2021,020516IPE290620200104401112-83,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=772253&numSequencia=297000&numVersao=1,0.26240724,0.120897844,0.6166949,NEUTRAL,0.6166949,0.1415094
2020-06-29,2020,VBBR3,VIBRA ENERGIA S/A,24295,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Autorização para comercializar Gás Natural,024295IPE290620200104401105-25,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=771947&numSequencia=296694&numVersao=1,0.42539242,0.06780542,0.5068022,NEUTRAL,0.5068022,0.357587
2020-06-29,2020,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Fato Relevante,,,Petrobras divulga teaser de E&ampP na Bacia de Sergipe-Alagoas,009512IPE290620200104401111-97,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=772170&numSequencia=296917&numVersao=1,0.1449301,0.08798263,0.7670872,NEUTRAL,0.7670872,0.056947462
2020-06-29,2020,BPAC11,BANCO BTG PACTUAL S/A,22616,Fato Relevante,,,Oferta primária,022616IPE290620200104401113-83,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=772285&numSequencia=297032&numVersao=1,0.22044878,0.18627398,0.5932772,NEUTRAL,0.5932772,0.0341748
2020-06-29,2020,HAPV3,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,24392,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Adoção antecipada - Nova regra de Solvência (RN nº 451),024392IPE290620200104401111-21,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=772112&numSequencia=296859&numVersao=1,0.07771477,0.10075987,0.8215253,NEUTRAL,0.8215253,-0.0230451
2020-06-29,2020,EGIE3,ENGIE BRASIL ENERGIA S.A.,17329,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia Divulgada na Mídia,017329IPE290620200104401106-15,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=771962&numSequencia=296709&numVersao=1,0.2416137,0.28209174,0.47629455,NEUTRAL,0.47629455,-0.040478036
2020-06-30,2020,MULT3,MULTIPLAN EMP. IMOBILIARIOS S/A,20982,Fato Relevante,,,Atualização sobre operações na cidade de Curitiba,020982IPE300620200104401211-60,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=772778&numSequencia=297524&numVersao=1,0.1444689,0.080233954,0.7752972,NEUTRAL,0.7752972,0.06423495
2020-06-30,2020,VBBR3,VIBRA ENERGIA S/A,24295,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Recebimento de Valores Referentes aos Instrumentos de Confissão de Dívidas com a Eletrobras,024295IPE300620200104401211-41,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=772696&numSequencia=297442&numVersao=1,0.0793435,0.15205517,0.7686014,NEUTRAL,0.7686014,-0.07271168
2020-06-30,2020,ENGI11,ENERGISA SA,15253,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Aneel aprova 5º Revisão Tarifária Periódica da Energisa Tocantins,015253IPE300620200104401211-23,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=772676&numSequencia=297422&numVersao=1,0.09060795,0.10362022,0.80577177,NEUTRAL,0.80577177,-0.013012275
2020-06-30,2020,VBBR3,VIBRA ENERGIA S/A,24295,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Esclarecimentos em resposta ao Ofício nº 140/2020/CVM/SEP/GEA-2,024295IPE300620200104401211-03,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=772689&numSequencia=297435&numVersao=1,0.07969627,0.15695228,0.76335144,NEUTRAL,0.76335144,-0.07725601
2020-06-30,2020,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Fato Relevante,,,Revisão Tarifária,002437IPE300620200104401213-42,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773061&numSequencia=297807&numVersao=1,0.119548485,0.28617942,0.5942721,NEUTRAL,0.5942721,-0.16663094
2020-06-30,2020,SMTO3,SÃO MARTINHO SA,20516,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação da Teleconferência de Resultados do 4T20,020516IPE300620200104401208-87,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=772469&numSequencia=297215&numVersao=1,0.092560105,0.08048724,0.8269526,NEUTRAL,0.8269526,0.012072869
2020-06-30,2020,EQTL3,EQUATORIAL ENERGIA S/A,20010,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação dos Resultados do 1T20,020010IPE300620200104401205-92,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=772332&numSequencia=297079&numVersao=1,0.15882123,0.100900255,0.7402785,NEUTRAL,0.7402785,0.05792097
2020-07-01,2020,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras sobre suporte ao TCFD,009512IPE010720200104401305-92,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773120&numSequencia=297866&numVersao=1,0.10735396,0.11720701,0.77543896,NEUTRAL,0.77543896,-0.00985305
2020-07-01,2020,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,"Vale informa sobre ampliação da ZAS das barragens Forquilha I, II, III e IV e Grupo",004170IPE010720200104401306-38,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773124&numSequencia=297870&numVersao=1,0.21166186,0.5588086,0.22952951,NEGATIVE,0.5588086,-0.34714675
2020-07-01,2020,SBSP3,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,14443,Fato Relevante,,,Prorrogação da Isenção e Postergação do Reajuste,014443IPE010720200104401312-94,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773428&numSequencia=298174&numVersao=1,0.07126621,0.4377138,0.49102,NEUTRAL,0.49102,-0.3664476
2020-07-01,2020,RAIL3,RUMO S.A.,17450,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Emissão de Green Notes no montante de U$500 milhões,017450IPE010720200104401305-95,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773117&numSequencia=297863&numVersao=1,0.1059241,0.7416178,0.15245804,NEGATIVE,0.7416178,-0.63569367
2020-07-01,2020,BBAS3,BANCO DO BRASIL S.A.,1023,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Cessão de Carteira de Crédito em perdas a FIDC-NP,001023IPE010720200104401312-42,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773395&numSequencia=298141&numVersao=1,0.038079288,0.8941276,0.067793064,NEGATIVE,0.8941276,-0.85604835
2020-07-01,2020,RDOR3,REDE D'OR SÃO LUIZ S.A.,24821,Fato Relevante,,,Fato Relevante - Aquisição de Participação 01.07.2020,024821IPE010720200104401311-38,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773295&numSequencia=298041&numVersao=1,0.13051534,0.13467437,0.7348103,NEUTRAL,0.7348103,-0.0041590333
2020-07-02,2020,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras sobre Programas de Desligamentos,009512IPE020720200104401413-30,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773706&numSequencia=298452&numVersao=1,0.03396272,0.84177935,0.12425793,NEGATIVE,0.84177935,-0.8078166
2020-07-02,2020,GOLL4,GOL LINHAS AEREAS INTELIGENTES SA,19569,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,019569IPE020720200104401405-70,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773444&numSequencia=298190&numVersao=1,0.19978705,0.24745974,0.5527532,NEUTRAL,0.5527532,-0.04767269
2020-07-02,2020,VBBR3,VIBRA ENERGIA S/A,24295,Fato Relevante,,,CADE converte Inquérito em Processo Administrativo,024295IPE020720200104401412-22,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773626&numSequencia=298372&numVersao=1,0.056854334,0.41153595,0.5316097,NEUTRAL,0.5316097,-0.3546816
2020-07-02,2020,TIMS3,TIM S.A.,24929,Fato Relevante,,,Aprovação Grupamento de Ações,024929IPE020720200104401413-47,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773725&numSequencia=298471&numVersao=1,0.15036778,0.13159977,0.7180325,NEUTRAL,0.7180325,0.018768013
2020-07-02,2020,CSAN3,COSAN S.A.,19836,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Divulgação Relatório Anual de Sustentabilidade 2019,019836IPE020720200104401412-75,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773665&numSequencia=298411&numVersao=1,0.19559793,0.105478205,0.6989239,NEUTRAL,0.6989239,0.09011973
2020-07-02,2020,EMBR3,EMBRAER S.A.,20087,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia Divulgada na Mídia,020087IPE020720200104401412-05,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773617&numSequencia=298363&numVersao=1,0.2416137,0.28209174,0.47629455,NEUTRAL,0.47629455,-0.040478036
2020-07-02,2020,CVCB3,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,23310,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia Divulgada na Mídia,023310IPE020720200104401412-57,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773659&numSequencia=298405&numVersao=1,0.2416137,0.28209174,0.47629455,NEUTRAL,0.47629455,-0.040478036
2020-07-03,2020,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras sobre novo serviço de satélites,009512IPE030720200104401511-85,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773948&numSequencia=298694&numVersao=1,0.113775805,0.10801683,0.7782073,NEUTRAL,0.7782073,0.005758971
2020-07-03,2020,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Fato Relevante,,,Petrobras divulga teaser para venda da Petrobras Biocombustível,009512IPE030720200104401505-18,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773807&numSequencia=298553&numVersao=1,0.2319669,0.06972367,0.6983095,NEUTRAL,0.6983095,0.16224322
2020-07-03,2020,CSAN3,COSAN LOGÍSTICA S.A.,23485,Fato Relevante,,,Reorganização Societária,023485IPE030720200104401512-45,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773983&numSequencia=298729&numVersao=1,0.1907842,0.10415679,0.70505905,NEUTRAL,0.70505905,0.08662741
2020-07-03,2020,SBSP3,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,14443,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Contribuição Sabesp: WACC e Metodologia,014443IPE030720200104401513-47,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773990&numSequencia=298736&numVersao=1,0.11676835,0.11393809,0.7692936,NEUTRAL,0.7692936,0.0028302595
2020-07-03,2020,CVCB3,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,23310,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Suspensão das Assembleias Gerais de Debenturistas,023310IPE030720200104401512-40,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773978&numSequencia=298724&numVersao=1,0.02922199,0.9196682,0.051109847,NEGATIVE,0.9196682,-0.8904462
2020-07-03,2020,SBSP3,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,14443,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Contrato: resíduos sólidos e arrecadação de taxa de lixo,014443IPE030720200104401513-09,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773987&numSequencia=298733&numVersao=1,0.068410784,0.21917623,0.7124129,NEUTRAL,0.7124129,-0.15076545
2020-07-03,2020,CSAN3,COSAN S.A.,19836,Fato Relevante,,,Reorganização Societária,019836IPE030720200204389711-60,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773980&numSequencia=298726&numVersao=2,0.1907842,0.10415679,0.70505905,NEUTRAL,0.70505905,0.08662741
2020-07-03,2020,CCRO3,CCR S.A.,18821,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Movimentação nas concessões sob gestão da companhia,018821IPE260620200204400812-29,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773962&numSequencia=298708&numVersao=2,0.27676696,0.07460089,0.64863217,NEUTRAL,0.64863217,0.20216607
2020-07-03,2020,BRKM5,BRASKEM S.A.,4820,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Braskem comunica sobre mudança na classificação de risco da agência Fitch Ratings,004820IPE030720200104401506-39,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773817&numSequencia=298563&numVersao=1,0.050862923,0.82754683,0.12159026,NEGATIVE,0.82754683,-0.7766839
2020-07-03,2020,ENGI11,ENERGISA SA,15253,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Adesão à Conta Covid,015253IPE030720200104401513-16,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773985&numSequencia=298731&numVersao=1,0.12715338,0.2657024,0.60714424,NEUTRAL,0.60714424,-0.13854901
2020-07-03,2020,CCRO3,CCR S.A.,18821,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Movimentação nas concessões sob gestão da companhia,018821IPE030720200104401513-27,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773988&numSequencia=298734&numVersao=1,0.27676696,0.07460089,0.64863217,NEUTRAL,0.64863217,0.20216607
2020-07-03,2020,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras inicia fase vinculante da NTS,009512IPE030720200104401512-36,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=773981&numSequencia=298727&numVersao=1,0.13175376,0.06065594,0.80759025,NEUTRAL,0.80759025,0.07109782
2020-07-06,2020,CCRO3,CCR S.A.,18821,Fato Relevante,,,Assinatura do Contrato de Concessão da BR-101/SC,018821IPE060720200104401812-38,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774240&numSequencia=298986&numVersao=1,0.13744038,0.08188795,0.78067166,NEUTRAL,0.78067166,0.05555243
2020-07-06,2020,GOLL4,GOL LINHAS AEREAS INTELIGENTES SA,19569,Fato Relevante,,,Venda Antecipada de Passagens,019569IPE060720200104401805-84,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774036&numSequencia=298782&numVersao=1,0.36436206,0.09399253,0.5416454,NEUTRAL,0.5416454,0.27036953
2020-07-06,2020,COGN3,COGNA EDUCAÇÃO S.A.,17973,Fato Relevante,,,Receita ACV 2020,017973IPE060720200104401805-14,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774025&numSequencia=298771&numVersao=1,0.26851103,0.11915803,0.6123309,NEUTRAL,0.6123309,0.149353
2020-07-06,2020,MULT3,MULTIPLAN EMP. IMOBILIARIOS S/A,20982,Fato Relevante,,,Atualização sobre operações na cidade de Jundiaí,020982IPE060720200104401811-21,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774143&numSequencia=298889&numVersao=1,0.18696588,0.07560427,0.73742986,NEUTRAL,0.73742986,0.111361615
2020-07-06,2020,CSAN3,COSAN S.A.,19836,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Proposta de reorganização societária,019836IPE060720200104401809-56,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774100&numSequencia=298846&numVersao=1,0.07085731,0.088165015,0.8409776,NEUTRAL,0.8409776,-0.017307706
2020-07-06,2020,KLBN11,KLABIN S.A.,12653,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Divulgação de Políticas de Dividendos e Endividamento,012653IPE060720200104401806-08,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774050&numSequencia=298796&numVersao=1,0.09221016,0.08712168,0.82066816,NEUTRAL,0.82066816,0.0050884783
2020-07-06,2020,EQTL3,EQUATORIAL ENERGIA S/A,20010,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Adesão Conta-Covid,020010IPE060720200104401805-97,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774042&numSequencia=298788&numVersao=1,0.15470184,0.3178594,0.5274387,NEUTRAL,0.5274387,-0.16315757
2020-07-06,2020,GOLL4,GOL LINHAS AEREAS INTELIGENTES SA,19569,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,GOL divulga os resultados prévios de tráfego de Junho de 2020,019569IPE060720200104401805-36,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774022&numSequencia=298768&numVersao=1,0.628354,0.070635155,0.3010108,POSITIVE,0.628354,0.5577189
2020-07-06,2020,CCRO3,CCR S.A.,18821,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Release ViaCosteira 2T20,018821IPE060720200104401812-64,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774244&numSequencia=298990&numVersao=1,0.21872358,0.16460282,0.6166736,NEUTRAL,0.6166736,0.054120764
2020-07-06,2020,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras inicia fase não vinculante de termelétricas,009512IPE060720200104401811-34,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774170&numSequencia=298916&numVersao=1,0.06403019,0.3258112,0.6101587,NEUTRAL,0.6101587,-0.261781
2020-07-06,2020,CSAN3,COSAN LOGÍSTICA S.A.,23485,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Proposta de reorganização societária,023485IPE060720200104401809-89,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774101&numSequencia=298847&numVersao=1,0.07085731,0.088165015,0.8409776,NEUTRAL,0.8409776,-0.017307706
2020-07-06,2020,AZUL4,AZUL S.A.,24112,Fato Relevante,,,Azul Anuncia Malha Estimada para Agosto,024112IPE060720200104401805-55,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774029&numSequencia=298775&numVersao=1,0.10435219,0.21953396,0.6761139,NEUTRAL,0.6761139,-0.115181774
2020-07-06,2020,CPFE3,CPFL ENERGIAS RENOVÁVEIS S.A.,20540,Fato Relevante,,,Conversão de Registro,020540IPE060720200104401804-83,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774016&numSequencia=298762&numVersao=1,0.140913,0.16402484,0.69506216,NEUTRAL,0.69506216,-0.02311185
2020-07-06,2020,HAPV3,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,24392,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Incidente,024392IPE060720200104401805-24,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774024&numSequencia=298770&numVersao=1,0.06578025,0.86651593,0.06770386,NEGATIVE,0.86651593,-0.8007357
2020-07-06,2020,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Vale pretende emitir bonds com vencimento em 2030,004170IPE060720200104401806-16,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774048&numSequencia=298794&numVersao=1,0.11585242,0.06889853,0.8152491,NEUTRAL,0.8152491,0.046953894
2020-07-06,2020,COGN3,COGNA EDUCAÇÃO S.A.,17973,Fato Relevante,,,"Aprovação da celebração do Contribution Agreement, formalizando a contribuição de 100% das ações de emissão da Somos Sistemas de Ensino S.A. para a Vasta||Protocolo público para registro da oferta pública inicial de distribuição de ações classe A de emissão da Vasta Platform Limited",017973IPE060720200104401805-29,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774033&numSequencia=298779&numVersao=1,0.25551498,0.058195744,0.68628925,NEUTRAL,0.68628925,0.19731924
2020-07-07,2020,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras sobre descomissionamento de plataformas,009512IPE070720200104401905-88,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774309&numSequencia=299055&numVersao=1,0.053560264,0.7892631,0.1571766,NEGATIVE,0.7892631,-0.7357029
2020-07-07,2020,CVCB3,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,23310,Fato Relevante,,,Atualização Capitalização,023310IPE070720200104401904-59,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774289&numSequencia=299035&numVersao=1,0.21437553,0.095525265,0.69009924,NEUTRAL,0.69009924,0.11885026
2020-07-07,2020,CSAN3,COSAN S.A.,19836,Fato Relevante,,,Reorganização Societária e Potencial Capitalização,019836IPE070720200104401905-93,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774319&numSequencia=299065&numVersao=1,0.13795207,0.07333081,0.7887171,NEUTRAL,0.7887171,0.06462126
2020-07-07,2020,CYRE3,CYRELA BRAZIL REALTY SA EMPRS E PARTS,14460,Fato Relevante,,,Offerta Publica JV,014460IPE070720200104401914-48,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774649&numSequencia=299395&numVersao=1,0.18480106,0.11560227,0.69959664,NEUTRAL,0.69959664,0.06919879
2020-07-07,2020,ENGI11,ENERGISA SA,15253,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Aneel homologa reajustes tarifários da ESS,015253IPE070720200104401911-68,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=774471&numSequencia=299217&numVersao=1,0.1745401,0.14447308,0.6809869,NEUTRAL,0.6809869,0.030067027
