ID_OURO,hash_titulo,categoria,Label_Sentimento,Indice_Sentimento,Score_Confianca
AMP0013,05283d00ee46b8b5a6e15ec69b818f8331a5ec060cc8fd3eb1bf59813c6f7f3c,CAT1_Empresa,Neutral,0.0,0.3206206560134887
AMP0014,44a60fa350f22be176bd844f53c586a464d1e8a00d49359957a8261c1939002a,CAT2_Mercado_Petroleo,Neutral,0.0,0.3243640065193176
AMP0015,f255526013ac0a2605220dc857b76b4da2b14e022c44b3bcda6f0f8649ac8b74,CAT2_Mercado_Petroleo,Neutral,0.0,0.3348574042320251
AMP0016,0895a9058524e69eb5b4cf8773b6a298974a0ab980a87e3f094ad4fda40c69e5,CAT1_Empresa,Neutral,0.0,0.3187876939773559
AMP0017,dca7695b06c206e7a551fd2277f430e9c2edc6a53ccab16cafd4e7d2fafa3041,CAT7_Macro_Energia,Negative,-0.3315007388591766,0.3315007388591766
AMP0018,8565d2e5a94f2be74f2dcf2f57317447d2aa02a5e6492fc54ee3e31d92125ec8,CAT2_Mercado_Petroleo,Positive,0.3288575708866119,0.3288575708866119
AMP0019,7667126c30a7631530dd2591a238946b679c0cf3ca87fa0fc9ae13e8371c3122,CAT1_Empresa,Negative,-0.3241559863090515,0.3241559863090515
AMP0020,6bf2568cca5eb0ba73af52057f3116350dcd972dee8fd8da075bc90122f964e4,CAT3_Geopolitica,Positive,0.3298817574977875,0.3298817574977875
AMP0021,08ca86d12e6ed25b21b3fce119f3dea8616237e7c9a457c786516d5b5f39c167,CAT3_Geopolitica,Neutral,0.0,0.3260323405265808
AMP0022,d65de9b69965bcf2f8cd7a80c0a56098660fdee90a4fca7296d62e63a2d711dd,CAT1_Empresa,Neutral,0.0,0.30958291888237
AMP0023,f5b1da10cc7a49a5248b709d6d6a84f8119822ca017c5da68e52bf3daf191b0b,CAT2_Mercado_Petroleo,Positive,0.3311928808689117,0.3311928808689117
AMP0024,6b4c6f70eac987c2d82da2ffd703fd6f6ff9e5920405c63d84ecc718375ca9b1,CAT2_Mercado_Petroleo,Negative,-0.3307101428508758,0.3307101428508758
AMP0025,88773ebc57f4d5becc72d6a9b574ba34f0459b7f85d277073266495085bf7815,CAT7_Macro_Energia,Neutral,0.0,0.2933928966522217
AMP0026,5acdfbe52f82f24e305a3bc8caf0291381abff466ebfb0bbf7ca98322b58e682,CAT3_Geopolitica,Positive,0.3320300579071045,0.3320300579071045
AMP0027,b5a284329095b87815b31a0b761845a8136486fe25f35a7f37ddc77b39dd9984,CAT3_Geopolitica,Neutral,0.0,0.332214206457138
AMP0028,ea493db08498026ad26c63a3e04c1439d32c25fe32d30fecdf1702022aa50ea3,CAT2_Mercado_Petroleo,Negative,-0.3235219717025757,0.3235219717025757
AMP0029,a202b8510583745c5e73d703b9888ff8881795cffec128c6d2d72d5e23dfcefe,CAT1_Empresa,Negative,-0.3297668397426605,0.3297668397426605
AMP0030,2430d3814302f98ca95f6d2d995077ca4fdadd8bf5c691dc5467acac654e77d6,CAT2_Mercado_Petroleo,Neutral,0.0,0.3312376141548157
AMP0031,7630b58fcaed91fc0b936ebf8b33c1ac806bca61451f2afd80ce31e5971fc852,CAT1_Empresa,Positive,0.3319291770458221,0.3319291770458221
AMP0032,7d00fab94ac9369748ed703edeeb0255dd739200b939bb68f7d8a802ff69a1fd,CAT1_Empresa,Negative,-0.3183575272560119,0.3183575272560119
AMP0033,482d903086ca43b1079aabce7c65f83c427c3e211ada064e1b95a091428ee4da,CAT2_Mercado_Petroleo,Negative,-0.3293541669845581,0.3293541669845581
AMP0034,77d3c8393d8fb80df47678c093c557beba02ecc48915a517d67dce4460f88d53,CAT3_Geopolitica,Neutral,0.0,0.3206764161586761
AMP0035,6ac7c4223be847b0b186835c6dd1037f1f3befad01f91df4c3516762e97c8541,CAT7_Macro_Energia,Negative,-0.3244102001190185,0.3244102001190185
AMP0036,d32fd8c76c171bce820f601f63cff6d8d6d3d15726280faebde70eb3468b24c9,CAT3_Geopolitica,Neutral,0.0,0.3326061367988586
AMP0037,1dbb7aae7eb5a05491ff6d177d0717ddc817768f75a4f803bb251c1e3edc037a,CAT1_Empresa,Neutral,0.0,0.3322015106678009
AMP0038,8e7c9582af9f1754018cdf56d9d7cb2885d7ec09c390374b781f41d9ee2162a9,CAT1_Empresa,Positive,0.322211891412735,0.322211891412735
AMP0039,004c6eedf47985354a19de626f9dac40353025e4cb82d7bb1114ad14028dfb09,CAT7_Macro_Energia,Negative,-0.3047946691513061,0.3047946691513061
AMP0040,cda6973061760425f333ca56ed268bc64181372429f540706901875eca6331b4,CAT2_Mercado_Petroleo,Neutral,0.0,0.3360200226306915
AMP0041,9ccff9b8aee2702640d4326f222df4e91b6cf1468858df0234108bfd2ff632e5,CAT2_Mercado_Petroleo,Positive,0.3295416831970215,0.3295416831970215
AMP0042,97b1daba866697fb60b30365e667dfbf3dc6dd352554e2da416c4cce4f6d7333,CAT2_Mercado_Petroleo,Neutral,0.0,0.3204816579818725
AMP0043,c0fc021905227f074126aee0175d6c3db03b8c3b87184fa5b9ca260f1016fa78,CAT2_Mercado_Petroleo,Neutral,0.0,0.3259810507297516
AMP0044,5cc4c977496d6ce56adc407377a66ac8c54b817e0409dc529ab15f354ab530c6,CAT2_Mercado_Petroleo,Neutral,0.0,0.3139360547065735
AMP0045,6c71a9acdd124e3901a846e84e8360beca8f2691ef3dce3dae64339c3fce92e3,CAT1_Empresa,Neutral,0.0,0.3266938626766205
AMP0046,81e56bafe14338dd65b55539e447034b48e1103485a0e931a916f626cb829b8f,CAT7_Macro_Energia,Positive,0.3298019170761108,0.3298019170761108
AMP0047,7141e205962fd50648401d65e160ad2ab8cede0e578ae315c612ab60fdc82a4e,CAT1_Empresa,Neutral,0.0,0.3375665843486786
AMP0048,d5310473992282e7aaed28b312a218c88c5b8192dee7179aa4d01933f941f629,CAT7_Macro_Energia,Negative,-0.3159874975681305,0.3159874975681305
AMP0049,c8825bdf2044672c6c988cccb467d1c086dec458992cfd40c2c90b348238c894,CAT7_Macro_Energia,Neutral,0.0,0.3125805258750915
AMP0050,395c8e8009ff6181b200a452298831dde5b58bfec3d82ecea323e98bf6039ffa,CAT7_Macro_Energia,Negative,-0.313859760761261,0.313859760761261
AMP0051,19da39a2a590a666445aab448a50cfcffa3aef5f07c923e5eb436c52b06d1199,CAT1_Empresa,Neutral,0.0,0.319009929895401
AMP0052,8d70c4114c708a8f145da857250adb25e86326743acb847bd5d7187cd8b21538,CAT7_Macro_Energia,Positive,0.317639023065567,0.317639023065567
AMP0053,f2e33f3c7dd44f6adc70c7d9343ac223617839e6d2c9f31e64e72c1ad8b02a2b,CAT3_Geopolitica,Positive,0.3215694725513458,0.3215694725513458
AMP0054,6f12a64fa170389f8fd68f21fd7ec0b7f077f376566badc423e6bd041cd0a2a2,CAT2_Mercado_Petroleo,Neutral,0.0,0.3239546120166778
AMP0055,471620448665f895a8924f7d1187b1f8fbfb41fa032a5e4db791d98ae1a84d1a,CAT7_Macro_Energia,Positive,0.3286144733428955,0.3286144733428955
AMP0056,c84756ba6f6828cd6e404d5344421e9a8e46b1a43222c4915ae0460ebd3f1452,CAT7_Macro_Energia,Neutral,0.0,0.3178411722183227
AMP0057,050bf3ab4dccdc878eec5678532e27caaa8a11b0cda61fbaae5b97bf98f389a4,CAT1_Empresa,Negative,-0.3229812383651733,0.3229812383651733
AMP0058,1c1df72bc46cbf1e574c338ace3dc1a103e26f8c621441c1aececcad01039ba9,CAT2_Mercado_Petroleo,Negative,-0.3131524324417114,0.3131524324417114
AMP0059,3944011d706fce5b51c458001c9053140d418138576cd043a85a8426f37c53df,CAT3_Geopolitica,Neutral,0.0,0.3154551386833191
AMP0060,d657c160186c3342a9c1836beed1e2475924d83284d7fc0c087b708b24017fa6,CAT1_Empresa,Negative,-0.289653867483139,0.289653867483139
AMP0061,a0b373962bc14e34a1601900cdee95b9de55247f32d4d3e6bf10cc61b41ae31c,CAT1_Empresa,Neutral,0.0,0.334025502204895
AMP0062,a824828ebea721d19ea97c5ad99014c09a4bf7e626ce1a97e8552f45b56c40f1,CAT2_Mercado_Petroleo,Positive,0.310781717300415,0.310781717300415
AMP0063,efc9e443bc76b0f212e2789a29746a974dca08b0e6f743e3e4ae613eab624f7b,CAT3_Geopolitica,Negative,-0.3288409411907196,0.3288409411907196
AMP0064,bfb9cae0707eb7b5bfb9af134ef66d65135f128744bd54657f14c962ca31b968,CAT7_Macro_Energia,Neutral,0.0,0.3261224031448364
AMP0065,920baa1cd4b262919735f50e358400a8b45d60ad7a1a428c7253baf5dbcadffb,CAT1_Empresa,Neutral,0.0,0.3310293555259704
AMP0066,e1df3c92d3101b617592a0e95501cfb40e56dd1e5f6a290ba0b7e241e117970c,CAT1_Empresa,Neutral,0.0,0.3154621720314026
AMP0067,a05b387d289c854e95df2f37db636fbc36c89333f7ca77a0f14c81c331f8c774,CAT1_Empresa,Positive,0.324780523777008,0.324780523777008
AMP0068,1485e09ceff0f78874866a9dee4edfb34939ae1172e7b2d39b90f526d5359de0,CAT7_Macro_Energia,Negative,-0.3305879235267639,0.3305879235267639
AMP0069,24fa632cebd3482348ee843678d57005ff33ae4c2a9730c2f8a3e994a301a1aa,CAT1_Empresa,Positive,0.331696480512619,0.331696480512619
AMP0070,57a94ab395aa533177085cc0c2be10998165a76f23acee13366746c76ce6cb51,CAT2_Mercado_Petroleo,Neutral,0.0,0.3246932625770569
AMP0071,5792d3e68722a601d1c258421286210198ca3a7a526725b55be35c8f52d54856,CAT2_Mercado_Petroleo,Positive,0.3175264894962311,0.3175264894962311
AMP0072,338b340c8ae943fc2f63dd556762bb696e7a5792db35f39cd04eb0421219e4ee,CAT1_Empresa,Neutral,0.0,0.3360070884227752
AMP0073,6e9531ffbd4aefca94edc793b2345c5f8fd8a267a3a212125ed3c6e59058aeef,CAT1_Empresa,Neutral,0.0,0.3035320043563843
AMP0074,4998588b7311fe52448224b7f360cc0dac78afbc22ccac001ce3127732d0e0f0,CAT1_Empresa,Neutral,0.0,0.318968117237091
AMP0075,50043635bd7de6be6f7773ffda60912b1a497706789bd4e0408af6f63824f4b8,CAT2_Mercado_Petroleo,Positive,0.3305200040340423,0.3305200040340423
AMP0076,232fe1470ed2a7885a8de7e25a1c62527a0e2cb2fe407e9a584aa8e82116d529,CAT7_Macro_Energia,Negative,-0.3275371491909027,0.3275371491909027
AMP0077,b538ab52d9cb13ef4e95b28eccc5c951434edf9fc66ae6b3e3fb79f7e0715664,CAT3_Geopolitica,Negative,-0.3237629234790802,0.3237629234790802
AMP0078,4f0892fc3a5dbd1a0fb33f0388ba06fa5ca970513f9c232d26c35720bfd5776b,CAT1_Empresa,Positive,0.3280876874923706,0.3280876874923706
AMP0079,4252a952a6335ef78685ff22f3145c8d5101073d9474635c7a57fe552fee9979,CAT2_Mercado_Petroleo,Negative,-0.3145596981048584,0.3145596981048584
AMP0080,63c21ff82b102e300233e93059287d685c8225868237ca17bbf09a163bbf287b,CAT7_Macro_Energia,Positive,0.3077280521392822,0.3077280521392822
AMP0081,b7c9ee709a1765fd91adfc29fe0d442d46b55282a1f3efadfc678ff654b7202a,CAT1_Empresa,Neutral,0.0,0.3022283911705017
AMP0082,21f3be2081c8ace432d2a82ce35e7e51fa1d2bb279b7f8781714c29a3e5cdb40,CAT1_Empresa,Neutral,0.0,0.3114232122898102
AMP0083,e3d5fc657a3726ebd18e9a148b433ef36fb938592f9979af5cea94bdbb855114,CAT2_Mercado_Petroleo,Negative,-0.3195771276950836,0.3195771276950836
AMP0084,3e08733d96edc3b2c8fb1a16bca02c4fa7df2409bdb436fb76cb8d8745d42fbe,CAT2_Mercado_Petroleo,Negative,-0.3282116055488586,0.3282116055488586
AMP0085,7643dbce7988181d30376c7bc080cd6aff697b828de5254ae853e31a625dacb4,CAT1_Empresa,Negative,-0.3309763967990875,0.3309763967990875
AMP0086,104e73a0a7b9c91258ef4c54ad693d9ead68427ebb1e45de854ee822913c21d3,CAT2_Mercado_Petroleo,Neutral,0.0,0.3225319981575012
AMP0087,6ff72127a5933a59eea9ae9414186914a0d883615fcb4d16012343604b47f6fa,CAT2_Mercado_Petroleo,Negative,-0.3278304040431976,0.3278304040431976
AMP0088,4c3dd5639c303d9e35a9f1d3c90e9ca02893f3d1df03180883018b71d0217588,CAT1_Empresa,Positive,0.3121457397937774,0.3121457397937774
AMP0089,fe20ca7d6226defba1a273f92da9b93046d348febc6bfb252a998f0ff5229850,CAT1_Empresa,Neutral,0.0,0.3316504955291748
AMP0090,399437ac21cea167e9059d2b679e526e79567c37b6cba0599c3d15d7357faab8,CAT3_Geopolitica,Neutral,0.0,0.3288421630859375
AMP0091,e5b68764a48b9560f64468da574ae3220b86ae8b842e271234cf327dc09e58e0,CAT2_Mercado_Petroleo,Negative,-0.3245159685611725,0.3245159685611725
AMP0092,2ea3cdbac440f896b045c74394a2f1bc8481b74179116edc1548fc9623e52317,CAT3_Geopolitica,Positive,0.3203828632831573,0.3203828632831573
AMP0093,f686ef0effb711a0f3257cfff8dec33c6916f1e6c1b0ae298f558fea517eaf43,CAT1_Empresa,Neutral,0.0,0.3330490291118622
AMP0094,ff7a4885b08c27f008cf1c4510dff86965fc583c9ec8f21cec57d8d6892b7a3c,CAT2_Mercado_Petroleo,Negative,-0.3228253126144409,0.3228253126144409
AMP0095,56de851cd4b69525e9bf11cbaf05c9c247031f2ca4f1c9b9baa1144ba7e53e37,CAT1_Empresa,Negative,-0.3159586489200592,0.3159586489200592
AMP0096,1f14a1e406f9870e85459005a2bbf8e4df61fd0d0f640fcc523b63c2bd951fb2,CAT7_Macro_Energia,Positive,0.3160079419612884,0.3160079419612884
AMP0097,9a5b76c46f754680be44fe57be391d4e4de26fbb739d89aaf096623238905914,CAT2_Mercado_Petroleo,Positive,0.3284944295883178,0.3284944295883178
AMP0098,097ec1940386fc58e851995c944dcbadddf1b2d55bcba398811abe8b02c6ee23,CAT1_Empresa,Positive,0.3290798366069793,0.3290798366069793
AMP0099,384a99a8d64984d27b7990f2fdddcc27edf3e564bf8ef774edc223af2728ae17,CAT1_Empresa,Negative,-0.3261168599128723,0.3261168599128723
AMP0100,5b36c26dbd54f906b96a9dff60f62acc1f19b9da5fcad0b542e0def9e5ddeb08,CAT1_Empresa,Neutral,0.0,0.3251786530017853
AMP0101,fd9294784abf6dd483368b33c63486d09acd2258ea1c75c0c82d133941704eb9,CAT1_Empresa,Negative,-0.3278151750564575,0.3278151750564575
AMP0102,968a29819788e0737d20f9713770493ae4573f3b3d138950b036fa1ea0b558f9,CAT7_Macro_Energia,Neutral,0.0,0.3319293558597564
AMP0103,7985759e5cdf6d62da0d5e8efad63b1f972495bee78bb0ea0acc163d756fa90d,CAT2_Mercado_Petroleo,Neutral,0.0,0.3098755776882171
AMP0104,c32229a3624b9cded403c90294e727c628d3b9d53fdc6999adad3237dd982d71,CAT1_Empresa,Neutral,0.0,0.3230108320713043
AMP0105,e251fb7c657c813a91b5c9f2afc94fcebcf61dd43505a276210d4dea64c4c04e,CAT1_Empresa,Negative,-0.2955156862735748,0.2955156862735748
AMP0106,5ad7c0027fc7d6a0cfbf42faa72fe534ace6743b7e32ce7244dc37136c792239,CAT1_Empresa,Neutral,0.0,0.3052820265293121
AMP0107,11fd9dc15b97e03ada3e352e1f4287727a181f129350187b478d248f302cf5e9,CAT2_Mercado_Petroleo,Neutral,0.0,0.3117485344409942
AMP0108,c062ea8d99f30f004c30c67f71066dfc2283b065449818b99e99259d34f873a5,CAT7_Macro_Energia,Neutral,0.0,0.3355906903743744
AMP0109,e058b9c73306fa894e66c9df168ad5284499ae3bf7ab57b7e6280bf96d62bb01,CAT1_Empresa,Positive,0.3256275355815887,0.3256275355815887
AMP0110,334110c0cf5206fe3e818d40e2b39463b9b9ff7e71d521ef91a28f364f6f634d,CAT1_Empresa,Positive,0.3242385685443878,0.3242385685443878
AMP0111,93b85097aaf0163593a092098e416f15ef7fabec3fd2c865f2206607d8ac6ce4,CAT2_Mercado_Petroleo,Neutral,0.0,0.3347778022289276
AMP0112,a4e458f03aa10a5713fa12b1b3200ce2c212364f1c0a483a70c7fa5384d263f1,CAT7_Macro_Energia,Positive,0.3303427398204803,0.3303427398204803
AMP0113,8b201cad728a84cf96b35d0f168c26dfc40da5ad744b5e6f59f14798ff30827d,CAT2_Mercado_Petroleo,Positive,0.308843046426773,0.308843046426773
AMP0114,2c41701bda0671e54ebcea9064d3aeb730e05c34dfc955a560b77dd481e6be96,CAT2_Mercado_Petroleo,Positive,0.3301446139812469,0.3301446139812469
AMP0115,cf845fe9c245a714ee827fe952c9ba591ca8a454b20e32d45ee0c97f958bef38,CAT1_Empresa,Positive,0.3112850189208984,0.3112850189208984
AMP0116,7a473e75638df9184567e20cfa3dcac60043d5245389b37632ac31cf60e7b0c5,CAT1_Empresa,Neutral,0.0,0.3213376402854919
AMP0117,aab7ccc07662fef67b020443ab1347e6378755b994b6e2f8171d0d08ab25f170,CAT2_Mercado_Petroleo,Neutral,0.0,0.3264371752738952
AMP0118,3a770e0d222db2dab3257db5c7139edec109902b7c9f982e41fb983a09254ab7,CAT2_Mercado_Petroleo,Positive,0.3021333515644073,0.3021333515644073
AMP0119,598b16b2475afb74360dc4898b2a970ac59039fc93ae35726a7a48ea872d78c3,CAT2_Mercado_Petroleo,Positive,0.3143373727798462,0.3143373727798462
AMP0120,dcbaa0c86a7fd1a3532aecd2672cc8ef5833d714efe102ca3d3a833f53186bcd,CAT2_Mercado_Petroleo,Positive,0.2943992912769317,0.2943992912769317
AMP0121,eca6523477ce5d7befb0f7dd744568106e26ce2baeb88493a6c643ddfe738f43,CAT1_Empresa,Negative,-0.3040203154087066,0.3040203154087066
AMP0122,c462b734eb45a64b66c62eeb1c2a50fa1463dd7f1b25e9a21f710349424b953c,CAT2_Mercado_Petroleo,Neutral,0.0,0.3319247663021087
AMP0123,b29b626317de3b4253c0c2f8547113d67c6b99bef9f4071d4cf5ad5800a1e855,CAT1_Empresa,Neutral,0.0,0.3114013373851776
AMP0124,b97112d499e9487eb8a600220d78241574444a72d93de515399338f60643986b,CAT7_Macro_Energia,Positive,0.3241279423236847,0.3241279423236847
AMP0125,8bb20a396ca5f50af0849a17f69e580f15239a0ac66496d16588fa4920c4c4cd,CAT7_Macro_Energia,Neutral,0.0,0.3129491508007049
AMP0126,8b0804fbf80a37f1f76488272c56c7e19e0c8a5a9e60a76982a0f21a5f13960e,CAT3_Geopolitica,Negative,-0.3144737482070923,0.3144737482070923
AMP0127,b0bd726ec4bb7dbc16dee1ff2d4d586988f6a13b0e35e951d27d77fac3fb39d6,CAT1_Empresa,Positive,0.3246618211269378,0.3246618211269378
AMP0128,8b07fd38c0a24f780864b9d957f095ee200e6f5ec4dc25b58e9d2a81c62890d1,CAT1_Empresa,Positive,0.3198928236961365,0.3198928236961365
AMP0129,a7581e36f86de171a61b92418da928552dffecfff043d12f11fe3b7881a469b6,CAT1_Empresa,Negative,-0.3119158446788788,0.3119158446788788
AMP0130,50005374bcf295929799719a2ed922503e335d6be47d613b7d6dbd977e34262a,CAT2_Mercado_Petroleo,Negative,-0.3272078037261963,0.3272078037261963
AMP0131,0a58c1a8a866215ae183cb66c4eafc50498fe44d80509c51440f689c9a189f80,CAT7_Macro_Energia,Positive,0.3150330483913421,0.3150330483913421
AMP0132,e42af054b93f91b6994b073cf832e4192172b11a921b5a3da4b4b580ec3f9044,CAT2_Mercado_Petroleo,Neutral,0.0,0.337064117193222
AMP0133,8398f790689c1ffbf67fdac188c655c4b408f7c87fede4a3a5a42ae911ad364d,CAT1_Empresa,Negative,-0.329020231962204,0.329020231962204
AMP0134,00a5ace036dac375c9149de4115688a25da86b9a3af5cf12539376cea701058f,CAT3_Geopolitica,Negative,-0.3146419525146484,0.3146419525146484
AMP0135,2a9068478673958b8a7e7f274b679db1a2b45f88dd076b518e1086de56ac928a,CAT6_Governanca,Neutral,0.0,0.3332312405109405
AMP0136,814bb23eeda28e12add3048b1de0f983e79aea6c963635d9770b7b7ba5922d6b,CAT3_Geopolitica,Negative,-0.3184244334697723,0.3184244334697723
AMP0137,622da4eff3d6cc11fa8b3f0d678171f2a33ff6668c3e33a3d681555951dabf7b,CAT5_Sancoes_Navegacao,Negative,-0.3239125311374664,0.3239125311374664
AMP0138,0573879ed06f452ebe293c2141fa0f00c101ba26f6a16b4723a9bb20775b0ca2,CAT2_Mercado_Petroleo,Negative,-0.3299208581447601,0.3299208581447601
AMP0139,45d63348e2082b49a83cff0c4a859027737bd2049253ff964b25372b819768d4,CAT7_Macro_Energia,Negative,-0.3226180672645569,0.3226180672645569
AMP0140,521b8fd153ab6125a7959b0883b894b149cb7508be701ebb550b4ce9150f3607,CAT1_Empresa,Positive,0.3147357702255249,0.3147357702255249
AMP0141,5b804ca176b320305ccd0e8679a10b3cb28fc0ea23b1b79e8b90cc14bd86a72a,CAT7_Macro_Energia,Neutral,0.0,0.3170660734176636
AMP0142,d39faf0a75fc4c79dcddedf0e47f7cc63e8e522aeba35491fa5bf01313ea6e56,CAT7_Macro_Energia,Neutral,0.0,0.3356948792934418
AMP0143,41380ca7f1c0f5e2ed5bad85e87aa319b82cd1f2c8984070d155cf07b7bd98f9,CAT1_Empresa,Positive,0.3087650835514068,0.3087650835514068
AMP0144,ea372e727a89519986ccff22988025ffe426b7a26ac1bc08f3084e7288ca441c,CAT2_Mercado_Petroleo,Negative,-0.302526444196701,0.302526444196701
AMP0145,8f76f8c544d1e1a35e8657d6752f396553135fb78a394b690183a18b988effb1,CAT1_Empresa,Negative,-0.3187769949436188,0.3187769949436188
AMP0146,dc929030ba294abd51d379c0f0ed8f1a08770e109b664af32d0cbba92f846607,CAT7_Macro_Energia,Positive,0.3010715544223785,0.3010715544223785
AMP0147,ac31a5fabeb42bb7a6d8ceaeebfa7243a7f79418b59c7acc09764567e0eebe1c,CAT2_Mercado_Petroleo,Neutral,0.0,0.3211402297019958
AMP0148,1ed2cd3bc9480eedd26b0fd85795404610560e26194d4eead473d3ea071adeac,CAT2_Mercado_Petroleo,Neutral,0.0,0.3320725262165069
AMP0149,4d7c2020a7ea614dd2816eb2e680ab92c19bceea65ba0f55ed149349e279742e,CAT1_Empresa,Negative,-0.3115125298500061,0.3115125298500061
AMP0150,0439e5e41a334cf40b0200bf49692b26c9acb1bd4d5e5b9022b6df176bcf3d1e,CAT2_Mercado_Petroleo,Positive,0.3272985816001892,0.3272985816001892
AMP0151,c118e9e46789a59a5bf230bb43cda2ae0055395a533f4579160ec0d74c81d4ff,CAT1_Empresa,Neutral,0.0,0.3047932088375091
AMP0152,c1c186782c58807f40f4bd937526bf111bc7dfe368da868f65a34d7156d853bf,CAT1_Empresa,Positive,0.320045918226242,0.320045918226242
AMP0153,d038477c29612f2269eedb680916728be2ac4f5891d9b955e5dfeefffe1a3b79,CAT3_Geopolitica,Negative,-0.3309926092624664,0.3309926092624664
AMP0154,169de2e0595043dbe989f2ee5938d9acf54befac39bc6c075dc15e0975a583a7,CAT1_Empresa,Negative,-0.2845205068588257,0.2845205068588257
AMP0155,137df5dbd4e45b4efb11cfb9c85346f5955c1c358197cdd5f24335b5829ce596,CAT2_Mercado_Petroleo,Neutral,0.0,0.3077545166015625
AMP0156,1d7f467af334b96bb178eabd4832f8b4e487eed97698198598b4edbca2cd47f6,CAT1_Empresa,Negative,-0.3182544410228729,0.3182544410228729
AMP0157,7414516d92855bed302f0a0e1522d1a3de715401d95cd1cf77efde2174d79ce4,CAT7_Macro_Energia,Neutral,0.0,0.3312025368213653
AMP0158,3260ba02291b72913e05693d4477e31cb9d12ca7c92cf0114a360afc65538125,CAT2_Mercado_Petroleo,Neutral,0.0,0.3265204131603241
AMP0159,ed07b9dea5e1e627963fc6dcc9ade10809aca7cf4a5dc8385820a911be09ba79,CAT2_Mercado_Petroleo,Positive,0.3163700997829437,0.3163700997829437
AMP0160,3db2b867ff0fa7f65f4079af06bedecbffbf81c8602712ecc6164b518b854f83,CAT3_Geopolitica,Positive,0.3326523005962372,0.3326523005962372
AMP0161,8ee0d8aa1885755eee1bfe161cb821a64be426990705906fccf2c704d0d1472a,CAT1_Empresa,Positive,0.3287704586982727,0.3287704586982727
AMP0162,91b55b1610c58ceede8fceec3336ae90b50d1ec78794d0b7b654f4873a656603,CAT2_Mercado_Petroleo,Negative,-0.32033571600914,0.32033571600914
AMP0163,90ffc764b9630a08a8fe233dfb7935ea9b797535762fa7ed21045cc1059034bc,CAT3_Geopolitica,Positive,0.3024505972862243,0.3024505972862243
AMP0164,85abbd590370c71348b49eade3425fd19386278097e5f32a80832ffe6c5eb569,CAT2_Mercado_Petroleo,Negative,-0.3122439384460449,0.3122439384460449
AMP0165,d5cc30bdf544bdbab36ef593c69a781645ff3d0c2211ed42082a8b69f29fd4dd,CAT1_Empresa,Positive,0.3250892758369446,0.3250892758369446
AMP0166,1ab9bd8ad95ae34da787b11e185074b4b3fd1de67eac84a11572a4ddd55275e9,CAT2_Mercado_Petroleo,Neutral,0.0,0.3285518288612366
AMP0167,014727c38715bd1718c9f97c220b6ccd98195444f4df1055d6a725f4a4052940,CAT3_Geopolitica,Positive,0.3289108872413635,0.3289108872413635
AMP0168,9acd69f898d594ae89c2fd4a17cc72a5b12facff792d1dca9b7f76c2daed6097,CAT1_Empresa,Negative,-0.3110672831535339,0.3110672831535339
AMP0169,b11ce380220cb9463f1e7d36a8aa9b0ce14e2ed48e7bc0622d01e7946c270cfa,CAT1_Empresa,Neutral,0.0,0.3374328315258026
AMP0170,8f5de3c582ea74357f9b71cbe7b1f78fd6982c216dcd24029bb0cb4a4df3a1a4,CAT1_Empresa,Negative,-0.3238871991634369,0.3238871991634369
